Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Vehicle Style_encode,Make_encode,Model_encode,Engine Fuel Type_encode,Transmission Type_encode,Driven_Wheels_encode,Vehicle Size_encode
Chevrolet,Camaro,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,16,1385,41905,8,9,191,7,3,3,2
Chevrolet,Camaro,2017,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,25,16,1385,36905,8,9,191,7,3,3,2
Chevrolet,Camaro,2017,premium unleaded (recommended),275.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,30,20,1385,30405,8,9,191,7,3,3,2
Chevrolet,Camaro,2017,premium unleaded (recommended),275.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,31,22,1385,26600,8,9,191,7,1,3,2
Chevrolet,Camaro,2017,premium unleaded (recommended),275.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,30,20,1385,25905,8,9,191,7,3,3,2
Chevrolet,Camaro,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,20,14,1385,61140,8,9,191,8,3,3,2
Chevrolet,Camaro,2017,premium unleaded (recommended),275.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,30,20,1385,31905,6,9,191,7,3,3,2
Chevrolet,Camaro,2017,premium unleaded (required),650.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,20,14,1385,67140,6,9,191,8,3,3,2
Toyota,Camry Hybrid,2015,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,40,2031,29980,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2015,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,40,2031,27995,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2015,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,43,2031,26790,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2016,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,40,2031,30140,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2016,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,40,2031,27995,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2016,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,39,43,2031,26790,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,42,2031,26790,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,40,2031,27995,14,45,193,9,1,2,2
Toyota,Camry Hybrid,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,40,2031,30140,14,45,193,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,30,20,2031,21855,8,45,194,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,26940,6,45,194,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,23355,8,45,194,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,30210,6,45,194,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,157.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,30,21,2031,21025,8,45,194,9,3,2,2
Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,21860,8,45,194,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,30,20,2031,20360,8,45,194,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,157.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,30,21,2031,19530,8,45,194,9,3,2,2
Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,26405,8,45,194,9,1,2,2
Toyota,Camry Solara,2006,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,30,20,2031,23405,8,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,19930,8,45,194,9,3,2,2
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,29460,6,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,27190,6,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,20760,8,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,23030,8,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,24530,8,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,23905,8,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,26905,8,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,30460,6,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,22260,8,45,194,9,1,2,2
Toyota,Camry Solara,2007,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,22200,8,45,194,9,3,2,2
Toyota,Camry Solara,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,27440,6,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,24155,8,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,22450,8,45,194,9,3,2,2
Toyota,Camry Solara,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,27155,8,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,22510,8,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,30710,6,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,21010,8,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,24780,8,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,31,22,2031,23280,8,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26,18,2031,29710,6,45,194,9,1,2,2
Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,31,21,2031,20180,8,45,194,9,3,2,2
Toyota,Camry,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26150,14,45,192,9,1,2,2
Toyota,Camry,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26150,14,45,192,9,1,2,2
Toyota,Camry,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,31370,14,45,192,9,1,2,2
Toyota,Camry,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,31370,14,45,192,9,1,2,2
Toyota,Camry,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,22970,14,45,192,9,1,2,2
Toyota,Camry,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,23840,14,45,192,9,1,2,2
Toyota,Camry,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26310,14,45,192,9,1,2,2
Toyota,Camry,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,23840,14,45,192,9,1,2,2
Toyota,Camry,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,26310,14,45,192,9,1,2,2
Toyota,Camry,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,25715,14,45,192,9,1,2,2
Toyota,Camry,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,25,2031,23070,14,45,192,9,1,2,2
Toyota,Camry,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,31370,14,45,192,9,1,2,2
Toyota,Camry,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,31370,14,45,192,9,1,2,2
Toyota,Camry,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,23070,14,45,192,9,1,2,2
Toyota,Camry,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,23840,14,45,192,9,1,2,2
Toyota,Camry,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,26310,14,45,192,9,1,2,2
Toyota,Camry,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,2031,31370,14,45,192,9,1,2,2
Toyota,Camry,2017,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,2031,31370,14,45,192,9,1,2,2
Toyota,Camry,2017,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,24,2031,26310,14,45,192,9,1,2,2
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,25,18,549,24685,9,15,195,9,1,3,0
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,22385,13,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,549,23040,10,15,195,9,1,3,0
GMC,Canyon,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,549,31790,9,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,549,28610,9,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,25,18,549,20840,10,15,195,9,1,3,0
GMC,Canyon,2012,regular unleaded,185.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,18,549,17490,13,15,195,9,3,3,0
GMC,Canyon,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,549,29145,10,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,16,549,29125,9,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,18,549,20455,13,15,195,9,1,3,0
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,549,24435,10,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,2.0,Compact,Regular Cab Pickup,23,17,549,25305,13,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,549,26485,10,15,195,9,1,1,0
GMC,Canyon,2012,regular unleaded,242.0,5.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23,17,549,26470,9,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,549,29730,10,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,27935,10,15,195,9,1,1,0
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,37250,9,15,195,9,1,1,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,22650,10,15,195,9,3,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,549,26595,10,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,20995,10,15,195,9,3,3,0
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,26725,9,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,25205,9,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,31650,9,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,33855,10,15,195,9,1,1,0
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,36950,9,15,195,9,1,1,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,28535,9,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,34310,9,15,195,9,1,1,0
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,33420,9,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,31145,10,15,195,9,1,1,0
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,30055,9,15,195,9,1,3,0
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,34010,9,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,34280,9,15,195,9,1,3,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,35020,9,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,38110,9,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,37810,9,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,24,17,549,35665,10,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,18,549,31540,10,15,195,9,1,3,0
GMC,Canyon,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,20955,10,15,195,9,3,3,0
GMC,Canyon,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,28595,10,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,27385,9,15,195,9,1,3,0
GMC,Canyon,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,29245,9,15,195,9,1,3,0
GMC,Canyon,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,549,25865,9,15,195,9,1,3,0
GMC,Canyon,2016,regular unleaded,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19,549,23310,10,15,195,9,3,3,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,30765,9,15,195,9,1,3,0
GMC,Canyon,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,549,31855,10,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,33460,9,15,195,9,1,3,0
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17,549,34720,9,15,195,9,1,1,0
GMC,Canyon,2016,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,27,20,549,27305,10,15,195,9,1,3,0
Chevrolet,Caprice,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,1385,2000,15,9,196,9,1,3,1
Chevrolet,Caprice,1994,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000,14,9,196,9,1,3,1
Chevrolet,Caprice,1994,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000,14,9,196,9,1,3,1
Chevrolet,Caprice,1995,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000,14,9,196,9,1,3,1
Chevrolet,Caprice,1995,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,23,15,1385,2000,15,9,196,9,1,3,1
Chevrolet,Caprice,1996,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Wagon,24,15,1385,2000,15,9,196,9,1,3,1
Chevrolet,Caprice,1996,regular unleaded,200.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16,1385,2000,14,9,196,9,1,3,1
Chevrolet,Captiva Sport,2013,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,24155,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2013,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,29615,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2013,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,25770,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2013,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,24940,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2014,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,25145,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2014,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,24360,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2014,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,25975,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2014,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,29495,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,25985,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,29505,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,25155,3,9,197,4,1,2,2
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,24370,3,9,197,4,1,2,2
Dodge,Caravan,2005,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,1851,18380,11,11,198,9,1,2,1
Dodge,Caravan,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Cargo Minivan,24,17,1851,19835,4,11,198,9,1,2,1
Dodge,Caravan,2005,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,1851,22225,11,11,198,9,1,2,1
Dodge,Caravan,2006,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Cargo Minivan,24,17,1851,20130,4,11,198,9,1,2,1
Dodge,Caravan,2006,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,1851,18630,11,11,198,9,1,2,1
Dodge,Caravan,2006,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,24,17,1851,22520,11,11,198,9,1,2,1
Dodge,Caravan,2007,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24,17,1851,22995,11,11,198,9,1,2,0
Dodge,Caravan,2007,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,24,17,1851,20555,4,11,198,9,1,2,0
Dodge,Caravan,2007,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24,17,1851,19055,11,11,198,9,1,2,0
Porsche,Carrera GT,2004,premium unleaded (required),605.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15,9,1715,440000,6,37,199,8,3,3,0
Porsche,Carrera GT,2005,premium unleaded (required),605.0,10.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15,9,1715,440000,6,37,199,8,3,3,0
Buick,Cascada,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,33065,6,7,200,7,1,2,2
Buick,Cascada,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,36065,6,7,200,7,1,2,2
Buick,Cascada,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,36065,6,7,200,7,1,2,2
Buick,Cascada,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,33065,6,7,200,7,1,2,2
Buick,Cascada,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27,20,155,37065,6,7,200,7,1,2,2
Cadillac,Catera,1999,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,1624,2066,14,8,201,9,1,3,2
Cadillac,Catera,2000,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,1624,2103,14,8,201,9,1,3,2
Cadillac,Catera,2000,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,1624,2241,14,8,201,9,1,3,2
Cadillac,Catera,2001,premium unleaded (required),200.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,1624,31305,14,8,201,8,1,3,2
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,14230,14,9,202,9,3,2,0
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,14030,8,9,202,9,3,2,0
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,15730,14,9,202,9,3,2,0
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22,1385,17030,14,9,202,9,3,2,0
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,16830,8,9,202,9,3,2,0
Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,15530,8,9,202,9,3,2,0
Chevrolet,Cavalier,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,23,1385,17410,8,9,202,9,3,2,0
Chevrolet,Cavalier,2004,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,1385,16105,14,9,202,9,3,2,0
